text,toxicity,severe_toxicity,insult,flirtation,profanity,sexually_explicit,threat,identity_attack
"""  """" : obert pencer is a racist """" """" islam is not a """" """" race """" """" it's a sick deviant twisted mind boggling theology by satan """"""",0.7740273,0.7546668,0.89053017,0.33811656,0.6470871,0.20652585,0.14278512,0.92215836
""" ' holocaust ' debate / comments / news yet another fake  """" antisemitic ' effort by a racist supremacist jew : here ... """"""",0.6221407,0.49667355,0.69492215,0.35551697,0.29860786,0.06899673,0.26395816,0.8428689
""" is a communist jew-hater who supports the  """" palestinian """" """" jihad  & you demonize us . bravo ! """"""",0.60845,0.5097013,0.6898932,0.45489338,0.4062723,0.1464887,0.29921106,0.8319455
""" no . y'all can't say italians aren't white and then try to use renaissance art as  """" white culture . """" """" stick to your dorky swedish clog music """"""",0.529921,0.54771537,0.75713354,0.42864063,0.56090486,0.30078927,0.23657018,0.8437306
""" rt -  """" i hate you all """" """" - racist note from the black boy who raped his white teacher & slit her throat """"""",0.88651687,0.8416842,0.8057434,0.67248917,0.7532383,0.9322465,0.91432226,0.9428299
""" rt if you think is a  """" vulgarian  """" """" but megyn kelly is a princess  you might be a #cuckservative """"""",0.6662635,0.61989427,0.7597717,0.5767965,0.876051,0.5677237,0.22798206,0.55970854
""" rt there are very few  """" white supremacists """" """" in charleston . there are more blm racist activists than any other extremist group . """"""",0.41665444,0.41823962,0.71583444,0.37382486,0.24925123,0.1645101,0.08238715,0.8078863
: ha : jew harvey weinstein now being accused of full-out rape  white victims continue to emerge via,0.53430706,0.6977764,0.6549491,0.52787226,0.65421516,0.78461766,0.82345974,0.9090551
a key clue to the cred of any rightist group is whether they go after cucks like ryan  mccain  graham . if not  a total waste .,0.502098,0.47465387,0.6991606,0.34406585,0.6648505,0.59406525,0.2094464,0.37250414
all the muslims and muslim apologists on twitter right now are disgusting .,0.8202001,0.69637424,0.8301602,0.40322885,0.62100357,0.12764832,0.29994613,0.94031173
answer ? ding ding - nothing ! no evidence . you're a liar  u slander people  and y,0.5851118,0.47795552,0.93234444,0.2136035,0.37488496,0.11608426,0.11136659,0.15867363
be brave and admit you a / zionist racist full of hate islam historicallywhat about your money collect,0.6955873,0.5377856,0.64462274,0.24999475,0.3173879,0.07661911,0.15005057,0.8632592
block white hating crack monkey  i did .,0.81344116,0.76400733,0.8453147,0.3600118,0.72699755,0.2859549,0.5036896,0.9106635
breaking : 17 black thugs arrested for burning white girl alive ... the msm is silent via,0.5049312,0.662015,0.7040443,0.4907238,0.4055087,0.24549735,0.85545903,0.894056
burn it down ! cuck policies have decimated my local area . no new jobs in twenty years.rampant poverty.old infrastructure,0.45353866,0.58891,0.54495096,0.49780872,0.69309914,0.7407407,0.82198346,0.39482778
christians & jews don't kill when one of their syangoges of churches are defiled . afghani's are a sick bunch .,0.68288773,0.6821697,0.8453147,0.49062192,0.49228787,0.18591565,0.59473383,0.8632592
except all the jews who are white . that is how stupid ypu are . trump is jewish . duh ..,0.89158845,0.6840215,0.8893371,0.3304206,0.7532383,0.13415533,0.27824426,0.9352267
for that  cucks have been well trained for decades by ( ( ( conservatives ) ) ) . america deracinated .,0.44428605,0.60591304,0.6962797,0.5218389,0.7422003,0.6837107,0.27672893,0.58523935
great a bunch of dangerous sand-niggers . very disturbing .,0.8346757,0.8219202,0.895227,0.35391304,0.8154304,0.15014668,0.555392,0.9554523
harry reid is is not an old white man . he's an old white rat,0.8635976,0.61498135,0.87821496,0.35451677,0.62135994,0.25306168,0.14214362,0.86270577
heimbach is a fat  slovenly  disgusting anti-white commie snitch .,0.8795294,0.80814576,0.9089687,0.35938236,0.69309914,0.27911308,0.20416172,0.9352267
hey obama and the rest of you aholes . doesn't mexico have a wall on its southern border ? yes !,0.4254099,0.18928754,0.558931,0.31425428,0.20797046,0.11487875,0.034483157,0.4711323
hopefully those angry white men don't murder any more churchgoers .,0.57027644,0.4896856,0.5665339,0.42664307,0.25232932,0.10291222,0.75824594,0.86257774
i am still trying to figure this out hunter  if negroes worked in peoples houses and worked in the fields with poor whites,0.5535644,0.46768537,0.578517,0.3221832,0.5112959,0.16155691,0.23849592,0.8422688
i can't wait for you guys to suffer how lonely and pathetic your lives must be . also  white people get sunburns .,0.7257758,0.7466293,0.8813669,0.36877576,0.5355577,0.14169356,0.7551331,0.8801067
i hate black people  if it's not white it's not right #kkk #whitepower,0.91406596,0.806148,0.7291768,0.30568263,0.69309914,0.19375046,0.4220609,0.95402986
i hate you white supremacist !,0.9320454,0.8070548,0.8301602,0.20510985,0.6543756,0.09595737,0.37167147,0.95402986
idiotic jews and white liberals through the muslims and blacks wouldn't turn on them #timeiscoming,0.88651687,0.8620905,0.9091764,0.5612195,0.876051,0.34106365,0.44805303,0.95543915
if a white is near the scene of a black stealing  whitey pays for it . bill must be paid or jail !,0.61826205,0.6027452,0.660731,0.44083077,0.43857175,0.21616924,0.6711482,0.8743357
if the people of the state don't want faggots anywhere near children  then why is federal judges allowed to overrule them ?,0.5933793,0.76192594,0.80761254,0.38515761,0.87195015,0.6228844,0.6046994,0.92455935
infiltrator black politician wants anti-white ethnic cleansing in estonia via,0.52368855,0.61939037,0.6046238,0.3843824,0.43297505,0.17052907,0.71311104,0.8761397
internet censorship ramps up as second white nationalist website has dns seized via evil doing jew ?,0.3955794,0.37761694,0.50263083,0.43664473,0.41915214,0.23457168,0.32997185,0.8001808
is right . i went 2ur website . u all sound like a bunch of #ignorant  #xenophobic  #racist #rednecks . #immigrantsmakeamericagreat,0.6809553,0.63745993,0.9091764,0.28724635,0.5510597,0.13025418,0.094285086,0.73511994
jews need to evacuate white nations and live in israel . that's something i'm not compromising on .,0.43791756,0.6824973,0.562383,0.5181024,0.5090686,0.20231181,0.59725356,0.9017936
kill isis . kill islam . kill allah akbar . love america . love jesus .,0.9390311,0.82907546,0.5682531,0.37872836,0.54461914,0.059918296,0.974103,0.9263643
may day clash in washington : commie scum attacked white patriots in front of white house ( video ) via,0.5535644,0.5778829,0.7149957,0.41919369,0.5475647,0.3157442,0.7591766,0.7438026
pl . nuke all islam the moment you come to power others are paper tigers,0.59863794,0.49694258,0.42634493,0.2313274,0.30770242,0.049197894,0.86410403,0.8008965
racist are idiots thats why they racist to have other idiots to hang with,0.90742445,0.8416773,0.9610483,0.32452464,0.876051,0.12993146,0.70396864,0.87698615
racist black thugs shoot white baby in the face for the fun of it ! read more : via,0.8763571,0.8639206,0.889268,0.4788282,0.6586296,0.17011674,0.9550856,0.94407934
racist black thugs shoot white baby in the face for the fun of it via,0.8960455,0.89362836,0.895227,0.4529137,0.7134955,0.18133657,0.9664865,0.95402986
so get out there and vote for a staunch supporter of fetal murder you racists amirite ? cuck . you're worse than shameless .,0.7344555,0.80542076,0.9429435,0.38343948,0.8052676,0.68371606,0.82437533,0.7442043
super cuck telling white people they're intimating .,0.53837943,0.65863717,0.7367764,0.40047428,0.77255213,0.778477,0.1909819,0.8451795
the cop was american the lady who got shot was foreign you massive dumbshits lololol,0.8795294,0.7315038,0.8746416,0.54607445,0.8738115,0.57851344,0.818428,0.6161674
the nation wrecking race afflicting white lands : #withjewswelose #endjewishtyranny,0.4489545,0.51333773,0.4652504,0.4609947,0.42665622,0.24499938,0.69068456,0.747002
their is no jewish conspiracy their is only white apathy and cowardice .,0.5958905,0.4621446,0.699492,0.31174996,0.43526262,0.117792785,0.21297853,0.8632592
there is no hate like islamic hate .,0.5038962,0.35118914,0.44061187,0.2541904,0.2806895,0.0832462,0.15124094,0.84421587
these vulgar looking faces epitomize what is commonly referred to as white trash,0.7969615,0.6789989,0.84579265,0.46344468,0.58005506,0.21876195,0.29537007,0.8681804
they all are satanic demon cult possessed evil people who are very evil & committed to killing us is what their evil book tell them to do,0.6662635,0.6543613,0.7341895,0.27812594,0.59884167,0.10271327,0.83525425,0.6866382
they need to die . it's time for the purge,0.7816909,0.69069743,0.32693756,0.240512,0.4562387,0.07308614,0.9740024,0.42478207
throw political correctness outthe window.if your a illegal alien  black punk  white trash  orradical that's you !,0.8546526,0.7638773,0.9091764,0.29655656,0.5671699,0.16881078,0.41704804,0.9352267
where white supremacist trash goes for its shotgun weddings .,0.8346757,0.6570812,0.80613285,0.39297462,0.4196065,0.089120016,0.8125935,0.8632592
white community was a safe white community till moslems / islam came what a shame,0.6887467,0.49657878,0.56200105,0.46701655,0.3815254,0.13475291,0.3175471,0.8008965
white people helped half white obama win twice and i bet you weren't complaining then hypocrite !,0.7464593,0.44584894,0.8925883,0.32257912,0.33453837,0.035525884,0.07221453,0.8008965
white us president candidate has zero percent support from negroes via,0.5535644,0.57827777,0.70199466,0.2808281,0.6923733,0.18061061,0.25371963,0.8781262
wtf i love white nationalists now,0.46621865,0.61245537,0.5377599,0.63642716,0.7758698,0.27848476,0.36601868,0.7323976
yes and latin america is white class civilizing brown savages,0.5550837,0.5864696,0.6501676,0.42689392,0.5414303,0.26213714,0.51508564,0.8422688
you are a coward ! you refused to listen to the actual people your #grahamcassidy bill will devastate & possibly kill ! i used to respect you .,0.7740273,0.73327404,0.93435097,0.35784513,0.43246564,0.030967707,0.9140628,0.18523307
you are a racist terrorist organization .,0.7740273,0.56850064,0.8838236,0.211935,0.32833824,0.034086194,0.076834515,0.7840659
you can run  but no longer hide white trash ! expect us !,0.7816909,0.6819449,0.84609485,0.2984945,0.5642393,0.10304941,0.32803643,0.9259991
""" #cuckservatives : trump will change america with  """" trickle-down racism """" """" = = = > via """"""",0.50272423,0.5054014,0.6444137,0.4224548,0.69309914,0.34706113,0.29305512,0.7443917
""" rt what ? no protests ? no blaming all their woes on the  """" white cop """" """" ? racist  hypocritical thugs who are useful idiots 4 soros agenda  king is a poser . """"""",0.7740273,0.660016,0.946467,0.28574023,0.6222302,0.13072568,0.10445524,0.876423
#pig u handle this white fat hen  dont disturb us,0.83020335,0.7885596,0.88156056,0.29228532,0.7776382,0.3340409,0.24803598,0.8775584
. speaking of racist democrats .,0.5550837,0.276113,0.6796246,0.19634347,0.16212103,0.037804034,0.054787107,0.6350989
: dear zionist spencer papist jew ! facts are racist !,0.6237118,0.58636135,0.70199466,0.45548397,0.5090255,0.179621,0.30633366,0.8752874
: mandela's rainbow nation : white woman raped then stoned by racist blacks in south africa ( video ),0.5535644,0.7098275,0.75110435,0.53310406,0.62384504,0.8998427,0.71973956,0.9227568
: when is a fat  gay bastid not a fat  gay bastid ? when he's a stealth jihadist jew-hater - - just ask reza azlan : ...  ...,0.8129004,0.75673485,0.8741484,0.43539608,0.621683,0.3834554,0.3656713,0.92455935
and here i am saddled with white evangelicals and mormons and god knows what other assorted vanilla-ass trailer trash demos that vote gop .,0.77806646,0.6460323,0.71474713,0.52512014,0.6928312,0.6676839,0.4329674,0.7458183
and the ultimate cuck of the year goes to my good buddy justin trudeau amazing !,0.42315382,0.35635656,0.57090765,0.64149654,0.621963,0.62801605,0.13681,0.17337494
becuz white pepo is evil,0.4827802,0.57408094,0.68785954,0.29144964,0.51163226,0.17706072,0.36171234,0.8589915
black people are the real domestic terrorists in chicago  philly  atlanta  new york city  etc .,0.7212062,0.52127904,0.68195057,0.23349254,0.38539913,0.07161753,0.1542906,0.8760464
black thug attacks old white man with urine because of slavery #swrm #blackthug via,0.7816909,0.6855768,0.79370797,0.38724217,0.6281863,0.3059127,0.59730357,0.87763065
block me i dare you all you are is white trash kys,0.88651687,0.8897125,0.9199622,0.581616,0.87345415,0.61255205,0.82345974,0.9463321
convincing ordinary white people ? what are you a cuck ?,0.6809553,0.68375176,0.8301602,0.33754104,0.8052792,0.7045777,0.19343784,0.86481845
eric holder is a racist    kenyan obama is a racist both are waek mindedracist who studied and ape a white man to practice law   lol,0.7816909,0.6805324,0.8060276,0.4637654,0.5115544,0.32313824,0.3016036,0.877661
fuhrer is coming .,0.28874767,0.03989153,0.06885079,0.2541018,0.04262169,0.03718005,0.13125736,0.11503184
i am pessimistic ... so many jews and cucks in this administration,0.7007861,0.6804751,0.73000443,0.5391947,0.7316291,0.68371606,0.5613781,0.85851824
i can taste his delicious white trash tears,0.81344116,0.61373895,0.6703519,0.6725115,0.6220846,0.6280271,0.6256434,0.7321802
i'm with you i love the white brotherhood . white power ! ! !,0.4458971,0.13840659,0.14742026,0.6655494,0.13504325,0.13415533,0.15679793,0.45880336
it was also run by cucks and faggots that have no pride in who they are,0.8269591,0.8416842,0.8815433,0.5596246,0.9066618,0.84669274,0.6088062,0.94157815
