,text,toxicity,severe_toxicity,insult,flirtation,profanity,sexually_explicit,threat,identity_attack
170,racist black thugs shoot white baby in the face for the fun of it via #flegs,0.9189384,0.8880159,0.895227,0.43370518,0.7475017,0.19964455,0.9570354,0.95401126
171,registered dumbocrap ! cuz with isis  you already know they wanna kill you .,0.83020335,0.84629095,0.86416787,0.40283543,0.7422003,0.15740445,0.98462415,0.6350989
172,see  literally being white is racist #whitegenocide,0.7007861,0.62256867,0.72196305,0.2393073,0.6113543,0.113948666,0.114679314,0.86284167
173,sellout debases himself to beg for jewish money & votes,0.39230084,0.32246596,0.3349672,0.42126518,0.28949097,0.16585992,0.2866064,0.6826846
174,selma plot . let me guess . completely virtuous black folks & the generous yankees & jews fight against the evil southern white man . yay ...,0.52368855,0.46609688,0.68785954,0.44556952,0.30897528,0.1277266,0.34117684,0.87698615
175,she doesn't want to be white  she married a stinking jew .,0.7627802,0.7638116,0.8933266,0.46303388,0.7442772,0.25117764,0.25533864,0.9399891
176,so ? welcome to the real world . this is what today's immigrants want to do to whites,0.42315382,0.34711227,0.3578514,0.36380643,0.25401816,0.119652405,0.24094142,0.78353125
177,so what's the conspiracy ? jews lied about white people who,0.45045215,0.42929277,0.5215899,0.35252964,0.32424894,0.08826302,0.2518443,0.8530983
178,so you think science indicates that aborigines and pygmies are biologically equal in every way to japanese or chinese people ?,0.14373457,0.067742445,0.14921084,0.24698965,0.090472825,0.056951843,0.06854756,0.29813674
179,some racist libtards say that if #trump wins  they will move to #canada . that's pretty funny ! why move to a white country  and not #mexico ?,0.50743616,0.5646282,0.71449244,0.5281526,0.5166864,0.22856869,0.28841177,0.8422688
180,speaking out against obama ! #rt #stopislam #makedclisten #crusades #wakeupamerica,0.28996843,0.14947091,0.22824481,0.3286211,0.1687664,0.15915844,0.34709984,0.24764125
181,stop #whitegenocide protect white children .,0.48794,0.38300562,0.5314152,0.41530403,0.32845542,0.16772895,0.2364133,0.7444387
182,stop hurting white people .,0.37647265,0.45806235,0.4319655,0.3118407,0.26106128,0.1263536,0.62358975,0.7438961
183,that's true . now we're thinking how to make deeper inroads in europe . we are going to kill kosher conservatism .,0.42750368,0.4124522,0.27793357,0.22541982,0.2674751,0.025679179,0.9533248,0.3688489
184,thats why i always said he was a muslim president,0.22986074,0.1614858,0.1816522,0.32507733,0.13531482,0.09502395,0.100461714,0.51987964
185,the 1790 naturalization act explicitly stated that america was only for white,0.42750368,0.11263367,0.14318457,0.35256505,0.110297345,0.19594803,0.22296931,0.35924202
186,the cuckservatives hate trump because trump is actually representing the interests of the white working class americans .,0.53430706,0.49091014,0.6356477,0.29152605,0.61307496,0.30420327,0.21496901,0.79978913
187,the last two months have shown the cucks have lost all their former influence #nrorevolt,0.42616197,0.32120764,0.4336064,0.38791957,0.566795,0.5932085,0.16638586,0.28842947
188,the left succeeded in deceit of equating white identity with white supremacy . here's the why :,0.39421332,0.18572362,0.36197785,0.3761326,0.12313273,0.07023045,0.24001968,0.68688244
189,the sign says : we're better will less white people than with more white people .,0.5535644,0.4339991,0.51309544,0.32815072,0.23676758,0.08114509,0.2526564,0.830863
190,the traitors are the ones who are not trying to stop the jews from turning american into a non-white country .,0.44805592,0.45758197,0.6412815,0.40406427,0.48028633,0.18024687,0.28270024,0.80437845
191,there is no black vs white issue in america there is muslims problem & they infiltrating black groups,0.5958905,0.38913637,0.5099809,0.2810861,0.3307019,0.13181914,0.1437752,0.8632592
192,there is no hate . what they want to root out is any form of white european identity . they have declared,0.39284727,0.20095052,0.29928967,0.37367734,0.16311519,0.112320215,0.27952787,0.6350989
193,there's tons of documented evidence that the white race is under attack.the straight white,0.39010584,0.31782237,0.30616555,0.41538942,0.2749766,0.28738493,0.617972,0.7440351
194,these people are not and will never actually be german . if a hamster is born in a fish tank  that doesn't make him a fish . #thursdaythoughts,0.3123962,0.09139506,0.32652947,0.23694952,0.06807255,0.028525278,0.09578746,0.2981347
195,they do stand for one thing : zionism.jew nationalism - good ! white nationalism - bad ! why is that ?,0.43100753,0.5222034,0.588744,0.4258627,0.43250835,0.13962245,0.4116106,0.86266726
196,they've been hating for 1400 + years it tells th to do so in the quran and hadiths if you care to read up,0.19535941,0.14610322,0.27227837,0.1983274,0.16459571,0.04593109,0.14269468,0.40205395
197,this is aryan  no orthodox christian ; white & black is none of our business ; only aryans are invited,0.42631236,0.11413215,0.17368205,0.36234304,0.090737015,0.051643785,0.073976815,0.5782858
198,this isn't about immigration  it's about brown color & stupid ignorant racist on the alt right . many of the racist have christian on profile,0.8129004,0.6443065,0.9085294,0.31261697,0.6216659,0.08821094,0.09826651,0.8632592
199,too bad your people are turning into soap in south africa .,0.3609816,0.16983484,0.42454818,0.1392042,0.14439179,0.02320436,0.13349745,0.4259188
200,trump supports jews . jews support whitegenocide . get the picture ?,0.5535644,0.4106724,0.6356477,0.3975661,0.3187028,0.11500209,0.14555702,0.8008965
201,trump's accurate analysis & description of globalists controlling american gov  media & banking has jews uneasy . globalist = jew or jew puppet,0.5933793,0.45535427,0.68785954,0.41004544,0.44028848,0.15235123,0.20434447,0.7942659
202,trumps milquetoast distancing from white supremacists via,0.4151741,0.3352951,0.4518062,0.3042063,0.172523,0.08584078,0.2586266,0.75337774
203,understanding women and how the jew ruined her and white society . pls ck my latest thx !,0.50272423,0.7316458,0.7657632,0.6810218,0.7301877,0.7407407,0.6178387,0.87698615
204,unity among white people is what makes america great ! minorities and diversity make america weak and our society crumble !,0.452012,0.3543947,0.43366563,0.3909931,0.25032347,0.1306256,0.2717513,0.74850225
205,uplift of the day #expeltheinvaders #europeforeuropeans,0.2885035,0.26393822,0.27050123,0.31176686,0.2719955,0.14254126,0.4414847,0.38823953
206,using the enemy's anti-white hate propaganda . #wpww,0.46128514,0.36802906,0.51020813,0.35575026,0.26730144,0.11730209,0.37539232,0.80793965
207,waah  such fragile little white snowflakes,0.355017,0.3234225,0.49970862,0.36688215,0.31503028,0.15986875,0.22191586,0.5857352
208,we are subjected to anti-white hate : to blame for black fai,0.5012814,0.4151303,0.5061696,0.26485565,0.36039004,0.12283596,0.34871075,0.83817863
209,we cannot overcome man if man mixes with different races who do not even have the required iq ( low iq ) to even understand nietzsche's work,0.49309984,0.3060525,0.55172503,0.30285957,0.3104113,0.24049938,0.20026821,0.65377337
210,we must learn from the mistakes of our ancestors . hitler made a deal with them and look what they did to him .,0.23277332,0.23219782,0.24518144,0.4093759,0.08847747,0.069757655,0.29773208,0.36069083
211,we must secure the existence of our people and a future for white children .,0.42465788,0.28877813,0.2721049,0.26578802,0.18310492,0.10527724,0.24539791,0.6257475
212,well  that's all allah is teaching them  kill  kill  kill and then kill some more . such a violent religion .,0.78018236,0.76380426,0.48749086,0.19870856,0.4772849,0.04777473,0.9570354,0.87698615
213,well white people have killed a lot of people so maybe it's a good thing . or maybe we should just kill vile nazis like you .,0.87209356,0.8467575,0.8060672,0.44620305,0.60736156,0.13342744,0.9740376,0.9414053
214,what about the betsy ross flag  though ? back-to-basics white nationalism  13 white ethnostate,0.30187345,0.2814316,0.2983538,0.49547163,0.19810894,0.18063483,0.48569474,0.687659
215,what is there to misunderstand about islamic ideology of kill  kill  kill and kill some more ?,0.6237118,0.6065011,0.30897927,0.19217558,0.31971583,0.044591364,0.91591173,0.7900298
216,what you call white supremacy is actually white competency,0.42390585,0.29808897,0.3523159,0.2322964,0.2080618,0.11322157,0.24990518,0.7998256
217,when you are so cucked you are triggered by a white hat .. white  what are you in the kkk or something ?,0.50221276,0.542504,0.6869484,0.3666856,0.5921207,0.3805955,0.38011947,0.7458216
218,where were the protests in milwaukee when five blacks were killed just prior to the young man who the cops killed ?,0.34388447,0.3879704,0.35453215,0.31989735,0.24592991,0.09904528,0.7610789,0.69912475
219,white children are disproportionately the v,0.34388447,0.26365185,0.291243,0.26685762,0.2054028,0.12892458,0.24016082,0.6350989
220,white countries are being colonized across the globe which will make white culture and societies impossible . war by demographics .,0.36944604,0.25012857,0.321687,0.3814574,0.17237993,0.14398451,0.38733473,0.68006516
221,white extinction is victory tbh,0.54375964,0.35294533,0.3034504,0.32249603,0.28133172,0.15769286,0.6853019,0.64220345
222,white genocide in america 1960-2060 #swrm #whitegenocide #america via,0.355017,0.5353976,0.5694473,0.32855955,0.50899637,0.124614716,0.6831499,0.7997639
223,white genocide is worldwide  not just in america . it is something we can rally around in every white nation .,0.42631236,0.56736296,0.45250893,0.39966118,0.3086569,0.14727993,0.7667618,0.8050239
224,white people need to be self reliant no need to stand by for the jew grocery store to feed them,0.5958905,0.7486983,0.660731,0.42529258,0.516031,0.15432107,0.79839957,0.92448
225,white power | read more : via,0.29163063,0.09983394,0.14123881,0.20291227,0.104427174,0.06170895,0.21705216,0.39793155
226,white pride worldwide hooded sweatshirt via,0.30487993,0.26843712,0.3508233,0.23166244,0.26041886,0.14737128,0.23718299,0.675948
227,white protester attacked in #ferguson negrogeddon,0.35336453,0.41356644,0.46797833,0.3339552,0.43609732,0.17152238,0.5245041,0.67928886
228,white revolution is the only solution,0.456592,0.119002335,0.14490382,0.21740778,0.12557909,0.08991303,0.20397374,0.38117927
229,white self-hate : master stroke of the george lincoln rockwell #whitepeople #whitepride #wpww,0.42750368,0.3220107,0.42626005,0.40662527,0.2363508,0.18034035,0.39650705,0.74354273
230,white welcome aboard  glad to have you,0.28021416,0.22192441,0.29670522,0.33820894,0.17124072,0.10684861,0.3232133,0.57223076
231,white western race nations are going through a rat infestation & when the white westerners are gone the remaning races will still be just rats,0.67902285,0.48549673,0.70199466,0.41265264,0.50905555,0.15832423,0.3359396,0.8008965
232,whites are not bothering anybody . people like you feel empowered by the media to demonize them . white p,0.40326482,0.44729015,0.5643369,0.4384288,0.40150738,0.3019911,0.44607386,0.8008965
233,who said white can't ? i'm sorry but it's white choice first then everything after . we see that in film  movies and daily living,0.2995453,0.13526873,0.18864927,0.35024467,0.15142775,0.13479239,0.216201,0.48694974
234,why #hindumassmurder ? bcoz hindus worship leaders like gandhiji.congress imports 40000 #rohingyas & 2cr bangladeshis 2 destroy hindus .,0.54375964,0.40885586,0.46609575,0.55506486,0.30922267,0.15765032,0.5584163,0.74362624
235,why do we let jews control our society  frame every issue & dictate our historical and political paradigms ? #questionsineedanswersto,0.456592,0.24270223,0.23629332,0.3881415,0.1727933,0.103441425,0.24526449,0.594627
236,will mike tell us how jewish wives are the last stand of implicit white identity ?,0.3897707,0.2519826,0.38644174,0.36532676,0.24749468,0.11353131,0.12331129,0.74397904
237,words like socialist etc don't matter but cheating and falsehood of jews are not tolerable worldwide ; this is not germany .,0.44805592,0.30395523,0.43990508,0.34825128,0.25319436,0.12529977,0.19398803,0.7845314
238,worse than a loaded gun ! ! since guns don't kill people . only planned parenthood and devout muslims kill people,0.7464593,0.51604056,0.49711755,0.28017494,0.29719353,0.057452198,0.8584751,0.7687392
239,yet the only arrest made was a liberal  bernie voting  moslem . not one white trump voting racist . makes you think,0.53430706,0.41116732,0.6589671,0.38309282,0.25690547,0.17709953,0.18596934,0.8026255
240,you are just a video peddler you are misusing ns & ah ; not even knowing aryan race ; you must be a jew,0.6357597,0.6790892,0.68806046,0.5533467,0.56711024,0.2729878,0.38979697,0.86805385
241,you can go to the websiter my white brotherwww.theklanofamerica.com,0.30337667,0.097885706,0.12698507,0.58603853,0.15266682,0.2501615,0.26268333,0.3423125
242,you can't answer why we don't outlaw interracial marriage to protect beliefs of some . i'm using your logic .,0.26817688,0.15388939,0.26713592,0.17419365,0.12859792,0.05660925,0.11501613,0.58523935
243,you hate white people because we're better looking and we're smarter .,0.6710289,0.40644956,0.499838,0.34401083,0.29503614,0.059829168,0.1576705,0.8422688
244,you know it's #fakenews when an organization cites anti-white hate groups like adl and splc.can you say gullible ? bwaaaaahahahahahaha ! !,0.4497033,0.34811237,0.660731,0.37981907,0.23117603,0.11972717,0.09633784,0.799275
245,you sound like a racist . do you hate white people  support genocide of native whites ?,0.6757943,0.65532756,0.660731,0.33828166,0.31288698,0.062405255,0.57359,0.90068203
