text,toxicity,severe_toxicity,insult,flirtation,profanity,sexually_explicit,threat,identity_attack,,,,
Another of McCain's 'success' stories. Supporting islamic terrorists and helping given them a state in the heart of Europe https://www.washingtonpost.com/amphtml/world/2018/...,0.30337667,0.31328985,0.5047742,0.41119123,0.16452688,0.051389188,0.27849522,0.68164146,,,,
It’s Official. ‘A Wrinkle in Time�?Is A Disastrous Adaptation Of The Book - 'http://thefederalist.com/2018/03/07/a-wrinkle-in-t... 'Madeleine L’Engle’s classic young adult novel “A Wrinkle in Time�?is the latest victim of diversity-deranged stunt casting' ...,0.2088965,0.047043752,0.13893251,0.4271907,0.05348993,0.05872005,0.15100013,0.08278245,,,,
The stuff that liberals get away with on #Twitter vs conservatives is baffling. Is it any wonder why platforms like #Gab.ai and #Minds are growing exponentially?,0.11729682,0.03291484,0.14289033,0.22421518,0.051511247,0.031287156,0.04141042,0.17921494,,,,
The tears and screams of racism/Islamophobia coming from the #SJWs towards anyone who points this out will fill lakes and shatter windows.,0.35642847,0.15421417,0.30393654,0.29963136,0.09942286,0.063363135,0.1192519,0.5713753,,,,
"""Both Obama's fathers were Muslim, he spent many of his formative years in Muslim countries, and he relentlessly defended Islam. I never understood why people think its wrong to suspect he's a Muslim.""",0.20522906,0.05794554,0.15414968,0.21155219,0.026071167,0.03658213,0.02709781,0.38962305,,,,
"""Happy 4th of July!  If you are a libtard and are in need of a special safe space tonight, a 4th of July free zone if you will, here you are!  You're very own place to celebrate tonight complete with a list of your commie rules.  https://kek.gg/i/5MZsS.png""",0.25219622,0.2688845,0.6029698,0.5225605,0.14747564,0.086081006,0.21023752,0.24367107,,,,
"""Spoiler Alert!! Avengers!! I saw Avengers: infinity Wars. Guess what? The SuperVillian Thanos is an Environmental Wacko! A real Left WingNut! He wants to wipe out HALF of all sentient (i.e. Human) life because we are overtaxing the universe's resources. He's convinced everyone will hail him a hero. If not, he's still convinced he's doing the RIGHT THING!""",0.3123962,0.087439224,0.16885798,0.46525976,0.060346145,0.041966207,0.30234963,0.09474877,,,,
O would first have to CARE what Macron or any Frenchman has to say in order to be offended. http://www.breitbart.com/london/2018/04/25/kassam-...,0.09333697,0.03591433,0.08555889,0.40157744,0.034754343,0.028899254,0.14043385,0.07672444,,,,
2 of 2 Now Argentina has one of the worst droughts on record and in addition to a collapsing economy will have a MUCH smaller soybean crop.  Everything China does makes more sense viewed from ONE BILLION restless citizens.   So do they open fair trade deals?  Or do they go with the time honored tradition of stating a war? They may actually flip a coin.,0.1894391,0.033063523,0.17897928,0.37498137,0.013880385,0.012095769,0.061244532,0.13830118,,,,
"""I despise the term #woke. It reeks of illiteracy, reducing the cognitive acceptance of existential truth to a grammatically incorrect use of a wrong verb tense. That said, welcome to using your brain for something other than keeping your skull from imploding.""",0.37954164,0.27852118,0.6356477,0.29345155,0.1237623,0.06566164,0.43762833,0.1500995,,,,
And for something completely different... 'The only time diversity ever helped an organization was when #nasa hired actual #nazis',0.2712817,0.10185254,0.19101016,0.26098892,0.09634623,0.04855734,0.05033939,0.39094678,,,,
#nothkorea has sworn over and over they will abandon their nuclear program.  The first time was back when the retarded sexual predator Bill #clinton gave them scores of millions of $$$ in outright bribes. They will NEVER end their nuclear program.  Maybe it is worth war.  Maybe it isn't.  But don't be such a fool as to assume they will EVER stop.,0.6809553,0.62694657,0.93512213,0.4258299,0.6222302,0.84623224,0.330823,0.46885863,,,,
#TheresaMay 's Betrayal of #SouthAfrica Will Help Turn it Into #Zimbabwe http://bit.ly/2wpp8Y4 #UK #Britain #PropertyRights #Socialism #Communism #MobRule #Farmland,0.09870692,0.068073705,0.08950992,0.37217778,0.11199524,0.08868866,0.22120073,0.1909904,,,,
"""While rogue #FBI & #DOJ officials were cooking up the #RussianCollusion hoax, the #Chinese were intercepting every one of #HillarysEmails  & the #AwanBrothers were collecting info for #Pakistan from #Democratic members of Congress.""",0.09978092,0.008633528,0.025647433,0.35152528,0.006735832,0.024565503,0.015825724,0.01705898,,,,
"""I'd Leave! A plan to merge T-Mobile 7 Sprint, 2 billion dollar wireless conglomerates, will result in the loss of nearly 29,000 American jobs, a report by the leading union for communication workers reveals. https://www.breitbart.com/big-government/2018/08/3...""",0.014507953,0.012771633,0.02807959,0.37427208,0.015057758,0.010191949,0.04402009,0.038211945,,,,
"""In-N-Out Refuses to Back Down, Responds to Democrats Boycotting Them with Fierce Statement.  Yikes. That’s the chair of the California Democratic Party acting like he’s ten years old. https://www.chicksonright.com/youngcons/2018/08/31...""",0.07091636,0.02309198,0.07909057,0.48302984,0.016698543,0.016691713,0.06823566,0.052418485,,,,
"""No, my argument is that the Earth should open up and swallow the universities into Hell where they belong, and the taxpayer liberated from funding this nonsense. My other argument, however, is that crying that people should be fired for what they say is leftist nonsense.""",0.452012,0.2454352,0.6955138,0.34940895,0.27122,0.107213356,0.27938437,0.25996545,,,,
"""It doesn't matter whether I agree if he 'should' be fired. What matters is what his employer thinks. I couldn't care less either way. Probably his students find that argument interesting and convincing, frankly. The universities are hotbeds of dumb leftism, after all.""",0.5535644,0.3264345,0.8563922,0.28491896,0.3935286,0.073210835,0.2643372,0.2020264,,,,
"""'I find wearing these little yellow stars on the chest is a good way to expiate our past sins, it reminds us of our privilege and keeps the memory of our crimes alive now that the last nazi is dead.' Conservative, circa 2025. #ConservativeMindset""",0.23628397,0.23426084,0.2938041,0.43570712,0.16699946,0.12578985,0.41740963,0.48853502,,,,
Liberals: These bikini coffee chains are sexist and a bad influence on impressionable young girls. Also Liberals: Lets take our kids down to the Folsom street fair where they can see transvestites swinging their junk around and getting whipped in public. http://www.foxnews.com/food-drink/2018/08/30/bikin...,0.53430706,0.412778,0.72812665,0.54715365,0.33251733,0.4802255,0.27536476,0.71623415,,,,
"""While Democrats play the race card, we play the Trump cardJobs, Jobs, Jobs, equals a win for all https://canadafreepress.com/article/jobs-jobs-jobs...""",0.08796701,0.011763103,0.05567368,0.29333252,0.008046482,0.008972973,0.018226238,0.03682373,,,,
Explosive Ivy League Study Repressed For Finding Transgender Kids May Be A Social Contagion http://thefederalist.com/2018/08/31/explosive-ivy-...,0.31089294,0.047923893,0.09159178,0.314713,0.034727048,0.060964502,0.1562514,0.32531515,,,,
"""Conversations are the mine fields in America’s politics. A candidate, even a well-meaning Democrat, opens his mouth at his own risk. He might think he knows words and what they mean, but what he doesn’t know is that everyone gets to play Humpty-Dumpty with Alice in Wonderland. https://www.washingtontimes.com/news/2018/aug/30/t...""",0.10634898,0.06483219,0.22256145,0.515421,0.05113767,0.08281033,0.07844426,0.09740011,,,,
"""ELYRIA �?A former Oberlin College instructor and an activist for indigenous people was sentenced to prison for stealing more than $77,000 in federal grants designed to help Native Americans. http://www.chroniclet.com/cops-and-courts/2018/08/...""",0.06532243,0.034814734,0.107404605,0.35472214,0.03298711,0.014727868,0.13169485,0.13455622,,,,
"""If the regressive socialist marxist dems go back any further into his background I'm sure they will find out he used to play cowboys and Indians when he was a kid. Of course he played the part of the cowboy so you will hear them say he's prejudice, hates Indians and poc Senate Democrats call Nixon lawyer John Dean to testify at Kavanaugh hearing https://www.washingtonexaminer.com/news/senate-d...""",0.32304016,0.3369686,0.58889353,0.49496964,0.1746749,0.080195114,0.20141818,0.729264,,,,
"""It honestly sickens me that the AZ jihadists got no charges.    A child died in their care, other kids were starving. They were plotting to kill people.    No. Charges.     Our nation is doomed if things don't change.""",0.39230084,0.36584398,0.42176697,0.35448873,0.18264315,0.13423079,0.8331904,0.5539038,,,,
"""Look at her back side...big ass, concave back of her knees.     Just kidding, it's her front side, that's her gunt and her knees just have fat rolls.     Which way, western woman?""",0.6777893,0.65104365,0.68702334,0.6693603,0.88797766,0.97458434,0.32889935,0.48552075,,,,
Only the weak want equality. #redpill,0.30053464,0.09006903,0.31183332,0.27831203,0.09302484,0.043862455,0.10300633,0.17004013,,,,
A gay 9 year old is like a vegan cat - we all know who's really making the choices.,0.5933793,0.18028532,0.32149434,0.28578988,0.17773016,0.38206756,0.041775532,0.39570352,,,,
Why the fuck is Australia still playing cricket in #SouthAfrica????   #Boycott those racist cunts.,0.9448569,0.8750478,0.9091764,0.47119004,0.9753385,0.89503336,0.41056538,0.86315453,,,,
There is so much faggotry in Australia.,0.57027644,0.68549263,0.795006,0.3832984,0.82920223,0.49448898,0.23104617,0.8025814,,,,
Gay marriage advocates in Australia gearing up to do a Hillary.,0.022945397,0.05530951,0.13722873,0.24088517,0.09150965,0.16120228,0.029166669,0.18724003,,,,
"""As you read about the Jacksonville game tournament shooting incident, keep in mind which outlets are blaming 'gamers' & 'toxic masculinity.' Feel free to download & use GGBlocker to block those anti-gamer websites. https://chrome.google.com/webstore/detail/ggblocke...""",0.11536485,0.038439494,0.16924237,0.26764905,0.023826692,0.03994767,0.20142029,0.15807043,,,,
"""That hair probably costs over $200 including the trip to the salon, and she's holding an $800 iPhone... She's wearing makeup and jewelry, too, while she howls & cries about how oppressed she is. Liberals have no sense of reality.""",0.28517663,0.057588186,0.29759997,0.41051278,0.038877096,0.03454257,0.03819543,0.14611499,,,,
So I guess since I support 2nd Amendment and I donate to the #NRA I am a terrorist.    Take my guns away and I'll show you what am old 2nd Recon Nuclear Biological and Chemical warfare specialist can do.    Idiots.,0.8086813,0.45124647,0.9443152,0.31126568,0.63715196,0.07030327,0.33233726,0.15404874,,,,
"""PSA for all liberals, socialists, 'progressives' and people who demand 'pronouns'""",0.09333697,0.061022665,0.111923926,0.3233774,0.051306285,0.03648016,0.12614313,0.20338252,,,,
"""This is how sick the left is. They keep trying to push this shit that the KKK is right wing, and the Nazis were conservatives. Both are 180 degrees from truth. But they can fuck up a good painting for their obscene propaganda. Pepe doesnt have blue eyes either idiots.""",0.86967754,0.7638264,0.91759294,0.36285472,0.92678523,0.27176136,0.2570725,0.7344101,,,,
Will debate (and destroy) anyone on veganism. #Debate #Vegan,0.44805592,0.12518601,0.1317981,0.32100654,0.13300338,0.09456553,0.5078826,0.11469633,,,,
"""I like how I don't have to worry about being censored or suspended on Gab, but there are fewer liberals to trigger here. That doesn't mean we won't try.""",0.10699297,0.04157644,0.12452089,0.37783462,0.04321283,0.05418007,0.22357486,0.11097034,,,,
I don't want your degeneracy anywhere near me,0.56268007,0.33728406,0.44157913,0.7453971,0.4373892,0.7407407,0.43797556,0.22552948,,,,
